2024-08-16 00:05:38.553 [http-nio-8990-exec-2] WARN  org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver -- Resolved [com.freebe.code.common.CustomException: 您不是本项目的成员] -- 
2024-08-16 00:48:31.225 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain -- Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@24723b8e, org.springframework.security.web.context.SecurityContextPersistenceFilter@1409bc8d, org.springframework.security.web.header.HeaderWriterFilter@19861e6e, org.springframework.web.filter.CorsFilter@76e9ca40, org.springframework.security.web.authentication.logout.LogoutFilter@663e7f04, com.freebe.code.web.filter.JWTAuthenticationFilter@3215819f, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@47a853de, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@6ef4502b, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@6cb6a8c5, org.springframework.security.web.session.SessionManagementFilter@7234636a, org.springframework.security.web.access.ExceptionTranslationFilter@14c8f74d, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@7c9705ff] -- 
2024-08-16 00:48:31.239 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Starting ProtocolHandler ["http-nio-8990"] -- 
2024-08-16 00:48:31.242 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat started on port(s): 8990 (http) with context path '' -- 
2024-08-16 00:48:31.755 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Started GeneralApplication in 2.651 seconds (JVM running for 9925.093) -- 
2024-08-16 00:48:31.771 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.ConditionEvaluationDeltaLoggingListener -- Condition evaluation unchanged -- 
2024-08-16 01:00:19.926 [http-nio-8990-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring DispatcherServlet 'dispatcherServlet' -- 
2024-08-16 01:00:19.929 [http-nio-8990-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet -- Initializing Servlet 'dispatcherServlet' -- 
2024-08-16 01:00:19.933 [http-nio-8990-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet -- Completed initialization in 4 ms -- 
2024-08-16 01:23:30.705 [Thread-25] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Closing JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-16 01:23:30.712 [Thread-25] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-6 - Shutdown initiated... -- 
2024-08-16 01:23:30.744 [Thread-25] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-6 - Shutdown completed. -- 
2024-08-16 01:23:31.624 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Starting GeneralApplication using Java 1.8.0_372-internal on zhengbiaodeMacBook-Air.local with PID 55981 (/Users/zhengbiaoxie/Workspace/code-wander-backend/target/classes started by zhengbiaoxie in /Users/zhengbiaoxie/Workspace/code-wander-backend) -- 
2024-08-16 01:23:31.626 [restartedMain] INFO  com.freebe.code.GeneralApplication -- No active profile set, falling back to default profiles: default -- 
2024-08-16 01:23:31.935 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Bootstrapping Spring Data JPA repositories in DEFAULT mode. -- 
2024-08-16 01:23:31.985 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Finished Spring Data repository scanning in 49 ms. Found 17 JPA repository interfaces. -- 
2024-08-16 01:23:32.156 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat initialized with port(s): 8990 (http) -- 
2024-08-16 01:23:32.159 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Initializing ProtocolHandler ["http-nio-8990"] -- 
2024-08-16 01:23:32.159 [restartedMain] INFO  org.apache.catalina.core.StandardService -- Starting service [Tomcat] -- 
2024-08-16 01:23:32.159 [restartedMain] INFO  org.apache.catalina.core.StandardEngine -- Starting Servlet engine: [Apache Tomcat/9.0.54] -- 
2024-08-16 01:23:32.167 [restartedMain] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring embedded WebApplicationContext -- 
2024-08-16 01:23:32.167 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext -- Root WebApplicationContext: initialization completed in 524 ms -- 
2024-08-16 01:23:32.215 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-7 - Starting... -- 
2024-08-16 01:23:32.352 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-7 - Start completed. -- 
2024-08-16 01:23:32.724 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Initialized JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-16 01:23:33.229 [restartedMain] INFO  com.freebe.code.common.CommonExecutor -- 启动线程： com.freebe.code.business.meta.service.impl.TransactionTimer$1@d115a71 -- 
2024-08-16 01:23:33.271 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration -- spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning -- 
2024-08-16 01:23:33.359 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer -- LiveReload server is running on port 35729 -- 
2024-08-16 01:23:33.376 [restartedMain] WARN  org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration -- Cannot find template location: classpath:/templates/ (please add some templates or check your Thymeleaf configuration) -- 
2024-08-16 01:23:33.390 [restartedMain] INFO  org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration -- 

Using generated security password: c9293570-76c9-48f5-80a0-519c60e19fce
 -- 
2024-08-16 01:23:33.397 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain -- Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@2dab6fb3, org.springframework.security.web.context.SecurityContextPersistenceFilter@3b1b9a97, org.springframework.security.web.header.HeaderWriterFilter@34c0a182, org.springframework.web.filter.CorsFilter@232f81c1, org.springframework.security.web.authentication.logout.LogoutFilter@7d5c2fd, com.freebe.code.web.filter.JWTAuthenticationFilter@4446e9f5, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@22356d44, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@13481431, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@2ca06bd7, org.springframework.security.web.session.SessionManagementFilter@1b5d036c, org.springframework.security.web.access.ExceptionTranslationFilter@7acc7f77, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@1c5f6a23] -- 
2024-08-16 01:23:33.409 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Starting ProtocolHandler ["http-nio-8990"] -- 
2024-08-16 01:23:33.412 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat started on port(s): 8990 (http) with context path '' -- 
2024-08-16 01:23:33.812 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Started GeneralApplication in 2.531 seconds (JVM running for 12027.136) -- 
2024-08-16 01:23:33.821 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.ConditionEvaluationDeltaLoggingListener -- Condition evaluation unchanged -- 
2024-08-16 01:28:45.690 [http-nio-8990-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring DispatcherServlet 'dispatcherServlet' -- 
2024-08-16 01:28:45.701 [http-nio-8990-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet -- Initializing Servlet 'dispatcherServlet' -- 
2024-08-16 01:28:45.705 [http-nio-8990-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet -- Completed initialization in 3 ms -- 
2024-08-16 01:33:07.164 [Thread-29] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Closing JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-16 01:33:07.170 [Thread-29] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-7 - Shutdown initiated... -- 
2024-08-16 01:33:07.207 [Thread-29] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-7 - Shutdown completed. -- 
2024-08-16 01:33:07.787 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Starting GeneralApplication using Java 1.8.0_372-internal on zhengbiaodeMacBook-Air.local with PID 55981 (/Users/zhengbiaoxie/Workspace/code-wander-backend/target/classes started by zhengbiaoxie in /Users/zhengbiaoxie/Workspace/code-wander-backend) -- 
2024-08-16 01:33:07.791 [restartedMain] INFO  com.freebe.code.GeneralApplication -- No active profile set, falling back to default profiles: default -- 
2024-08-16 01:33:08.168 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Bootstrapping Spring Data JPA repositories in DEFAULT mode. -- 
2024-08-16 01:33:08.236 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Finished Spring Data repository scanning in 61 ms. Found 17 JPA repository interfaces. -- 
2024-08-16 01:33:08.429 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat initialized with port(s): 8990 (http) -- 
2024-08-16 01:33:08.433 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Initializing ProtocolHandler ["http-nio-8990"] -- 
2024-08-16 01:33:08.433 [restartedMain] INFO  org.apache.catalina.core.StandardService -- Starting service [Tomcat] -- 
2024-08-16 01:33:08.433 [restartedMain] INFO  org.apache.catalina.core.StandardEngine -- Starting Servlet engine: [Apache Tomcat/9.0.54] -- 
2024-08-16 01:33:08.442 [restartedMain] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring embedded WebApplicationContext -- 
2024-08-16 01:33:08.442 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext -- Root WebApplicationContext: initialization completed in 636 ms -- 
2024-08-16 01:33:08.486 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-8 - Starting... -- 
2024-08-16 01:33:08.595 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-8 - Start completed. -- 
2024-08-16 01:33:08.934 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Initialized JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-16 01:33:09.422 [restartedMain] INFO  com.freebe.code.common.CommonExecutor -- 启动线程： com.freebe.code.business.meta.service.impl.TransactionTimer$1@113dc2f2 -- 
2024-08-16 01:33:09.483 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration -- spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning -- 
2024-08-16 01:33:09.579 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer -- LiveReload server is running on port 35729 -- 
2024-08-16 01:33:09.596 [restartedMain] WARN  org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration -- Cannot find template location: classpath:/templates/ (please add some templates or check your Thymeleaf configuration) -- 
2024-08-16 01:33:09.612 [restartedMain] INFO  org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration -- 

Using generated security password: 9afcc51f-d4c0-4e4d-bcc4-e1e46d2e1dff
 -- 
2024-08-16 01:33:09.620 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain -- Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@40c975c6, org.springframework.security.web.context.SecurityContextPersistenceFilter@523d80a5, org.springframework.security.web.header.HeaderWriterFilter@76e351cf, org.springframework.web.filter.CorsFilter@28dbfdb, org.springframework.security.web.authentication.logout.LogoutFilter@3bbb296a, com.freebe.code.web.filter.JWTAuthenticationFilter@43d18369, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@3f1a4595, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@539b1690, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@7efa0e1b, org.springframework.security.web.session.SessionManagementFilter@29dff5e6, org.springframework.security.web.access.ExceptionTranslationFilter@61619572, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@7c17b142] -- 
2024-08-16 01:33:09.636 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Starting ProtocolHandler ["http-nio-8990"] -- 
2024-08-16 01:33:09.639 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat started on port(s): 8990 (http) with context path '' -- 
2024-08-16 01:33:10.015 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Started GeneralApplication in 2.404 seconds (JVM running for 12603.319) -- 
2024-08-16 01:33:10.028 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.ConditionEvaluationDeltaLoggingListener -- Condition evaluation unchanged -- 
2024-08-16 01:33:46.237 [Thread-33] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Closing JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-16 01:33:46.241 [Thread-33] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-8 - Shutdown initiated... -- 
2024-08-16 01:33:46.285 [Thread-33] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-8 - Shutdown completed. -- 
2024-08-16 01:33:47.055 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Starting GeneralApplication using Java 1.8.0_372-internal on zhengbiaodeMacBook-Air.local with PID 55981 (/Users/zhengbiaoxie/Workspace/code-wander-backend/target/classes started by zhengbiaoxie in /Users/zhengbiaoxie/Workspace/code-wander-backend) -- 
2024-08-16 01:33:47.059 [restartedMain] INFO  com.freebe.code.GeneralApplication -- No active profile set, falling back to default profiles: default -- 
2024-08-16 01:33:47.380 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Bootstrapping Spring Data JPA repositories in DEFAULT mode. -- 
2024-08-16 01:33:47.430 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Finished Spring Data repository scanning in 48 ms. Found 17 JPA repository interfaces. -- 
2024-08-16 01:33:47.614 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat initialized with port(s): 8990 (http) -- 
2024-08-16 01:33:47.617 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Initializing ProtocolHandler ["http-nio-8990"] -- 
2024-08-16 01:33:47.618 [restartedMain] INFO  org.apache.catalina.core.StandardService -- Starting service [Tomcat] -- 
2024-08-16 01:33:47.618 [restartedMain] INFO  org.apache.catalina.core.StandardEngine -- Starting Servlet engine: [Apache Tomcat/9.0.54] -- 
2024-08-16 01:33:47.627 [restartedMain] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring embedded WebApplicationContext -- 
2024-08-16 01:33:47.627 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext -- Root WebApplicationContext: initialization completed in 553 ms -- 
2024-08-16 01:33:47.668 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-9 - Starting... -- 
2024-08-16 01:33:47.778 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-9 - Start completed. -- 
2024-08-16 01:33:48.116 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Initialized JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-16 01:33:48.597 [restartedMain] INFO  com.freebe.code.common.CommonExecutor -- 启动线程： com.freebe.code.business.meta.service.impl.TransactionTimer$1@713931f6 -- 
